group1	group2	Diff	Lower	Upper	q-value	p-value	Metrics
('RFE_0.1', 'ridge')	('RFE_0.1', 'enet')	0.7810305833816527	-6.891757799842418	8.453818966605724	0.5020846281478707	0.9	CPU
('RFE_0.1', 'ridge')	('RFE_0.1', 'svr')	16.31032762527466	8.63753924205059	23.98311600849873	10.485075687112131	0.001	CPU
('RFE_0.1', 'ridge')	('RFE_0.1', 'rf')	166.1046544790268	158.43186609580275	173.77744286225087	106.78018947304113	0.001	CPU
('RFE_0.1', 'ridge')	('RFE_100.0', 'ridge')	37.05730843544006	29.384520052215994	44.73009681866414	23.822248861767108	0.001	CPU
('RFE_0.1', 'ridge')	('RFE_100.0', 'enet')	34.73975570201874	27.06696731879467	42.412544085242814	22.332412705371265	0.001	CPU
('RFE_0.1', 'ridge')	('RFE_100.0', 'svr')	248.67595596313475	241.0031675799107	256.34874434635884	159.86105734614412	0.001	CPU
('RFE_0.1', 'ridge')	('RFE_100.0', 'rf')	1564.5346276044845	1556.8618392212604	1572.2074159877086	1005.7593178030703	0.001	CPU
('RFE_0.1', 'ridge')	('dRFE_0.1', 'ridge')	222.91662805080415	215.2438396675801	230.5894164340282	143.3017024996238	0.001	CPU
('RFE_0.1', 'ridge')	('dRFE_0.1', 'enet')	165.38017361164094	157.70738522841688	173.052961994865	106.3144577659334	0.001	CPU
('RFE_0.1', 'ridge')	('dRFE_0.1', 'svr')	555.9558351755143	548.2830467922902	563.6286235587384	357.3955805445534	0.001	CPU
('RFE_0.1', 'ridge')	('dRFE_0.1', 'rf')	1086.5293123483657	1078.8565239651416	1094.2021007315898	698.4741409231299	0.001	CPU
('RFE_0.1', 'ridge')	('dRFE_0.2', 'ridge')	121.86207225322724	114.18928387000317	129.5348606364513	78.33889547279392	0.001	CPU
('RFE_0.1', 'ridge')	('dRFE_0.2', 'enet')	91.97415885925292	84.30137047602885	99.646947242477	59.12548411371977	0.001	CPU
('RFE_0.1', 'ridge')	('dRFE_0.2', 'svr')	294.2670077562332	286.59421937300914	301.9397961394573	189.16921348427914	0.001	CPU
('RFE_0.1', 'ridge')	('dRFE_0.2', 'rf')	601.4413363933563	593.7685480101322	609.1141247765804	386.6358836146319	0.001	CPU
('RFE_0.1', 'enet')	('RFE_0.1', 'svr')	17.091358208656313	9.418569825432243	24.764146591880383	10.987160315260002	0.001	CPU
('RFE_0.1', 'enet')	('RFE_0.1', 'rf')	166.88568506240847	159.2128966791844	174.55847344563253	107.282274101189	0.001	CPU
('RFE_0.1', 'enet')	('RFE_100.0', 'ridge')	37.83833901882171	30.165550635597643	45.51112740204579	24.324333489914977	0.001	CPU
('RFE_0.1', 'enet')	('RFE_100.0', 'enet')	35.52078628540039	27.84799790217632	43.193574668624464	22.83449733351913	0.001	CPU
('RFE_0.1', 'enet')	('RFE_100.0', 'svr')	249.45698654651642	241.78419816329236	257.1297749297405	160.363141974292	0.001	CPU
('RFE_0.1', 'enet')	('RFE_100.0', 'rf')	1565.3156581878661	1557.642869804642	1572.9884465710902	1006.2614024312181	0.001	CPU
('RFE_0.1', 'enet')	('dRFE_0.1', 'ridge')	223.6976586341858	216.02487025096175	231.37044701740987	143.80378712777167	0.001	CPU
('RFE_0.1', 'enet')	('dRFE_0.1', 'enet')	166.1612041950226	158.48841581179855	173.83399257824667	106.81654239408128	0.001	CPU
('RFE_0.1', 'enet')	('dRFE_0.1', 'svr')	556.7368657588959	549.0640773756718	564.40965414212	357.89766517270124	0.001	CPU
('RFE_0.1', 'enet')	('dRFE_0.1', 'rf')	1087.3103429317473	1079.6375545485232	1094.9831313149714	698.9762255512777	0.001	CPU
('RFE_0.1', 'enet')	('dRFE_0.2', 'ridge')	122.64310283660889	114.97031445338482	130.31589121983296	78.84098010094179	0.001	CPU
('RFE_0.1', 'enet')	('dRFE_0.2', 'enet')	92.75518944263457	85.0824010594105	100.42797782585865	59.62756874186764	0.001	CPU
('RFE_0.1', 'enet')	('dRFE_0.2', 'svr')	295.0480383396149	287.3752499563908	302.720826722839	189.67129811242702	0.001	CPU
('RFE_0.1', 'enet')	('dRFE_0.2', 'rf')	602.2223669767379	594.5495785935138	609.895155359962	387.1379682427797	0.001	CPU
('RFE_0.1', 'svr')	('RFE_0.1', 'rf')	149.79432685375215	142.1215384705281	157.4671152369762	96.295113785929	0.001	CPU
('RFE_0.1', 'svr')	('RFE_100.0', 'ridge')	20.746980810165404	13.074192426941334	28.419769193389474	13.337173174654978	0.001	CPU
('RFE_0.1', 'svr')	('RFE_100.0', 'enet')	18.42942807674408	10.756639693520011	26.10221645996815	11.847337018259132	0.001	CPU
('RFE_0.1', 'svr')	('RFE_100.0', 'svr')	232.3656283378601	224.69283995463604	240.03841672108416	149.375981659032	0.001	CPU
('RFE_0.1', 'svr')	('RFE_100.0', 'rf')	1548.22429997921	1540.5515115959859	1555.897088362434	995.2742421159581	0.001	CPU
('RFE_0.1', 'svr')	('dRFE_0.1', 'ridge')	206.6063004255295	198.93351204230544	214.27908880875356	132.81662681251166	0.001	CPU
('RFE_0.1', 'svr')	('dRFE_0.1', 'enet')	149.0698459863663	141.39705760314223	156.74263436959035	95.82938207882128	0.001	CPU
('RFE_0.1', 'svr')	('dRFE_0.1', 'svr')	539.6455075502396	531.9727191670155	547.3182959334637	346.91050485744125	0.001	CPU
('RFE_0.1', 'svr')	('dRFE_0.1', 'rf')	1070.2189847230911	1062.546196339867	1077.8917731063152	687.9890652360178	0.001	CPU
('RFE_0.1', 'svr')	('dRFE_0.2', 'ridge')	105.55174462795259	97.87895624472851	113.22453301117666	67.85381978568181	0.001	CPU
('RFE_0.1', 'svr')	('dRFE_0.2', 'enet')	75.66383123397827	67.9910428507542	83.33661961720235	48.64040842660765	0.001	CPU
('RFE_0.1', 'svr')	('dRFE_0.2', 'svr')	277.95668013095855	270.28389174773446	285.62946851418263	178.684137797167	0.001	CPU
('RFE_0.1', 'svr')	('dRFE_0.2', 'rf')	585.1310087680816	577.4582203848576	592.8037971513057	376.15080792751974	0.001	CPU
('RFE_0.1', 'rf')	('RFE_100.0', 'ridge')	129.04734604358674	121.37455766036267	136.7201344268108	82.95794061127401	0.001	CPU
('RFE_0.1', 'rf')	('RFE_100.0', 'enet')	131.36489877700808	123.692110393784	139.03768716023214	84.44777676766988	0.001	CPU
('RFE_0.1', 'rf')	('RFE_100.0', 'svr')	82.57130148410795	74.89851310088387	90.24408986733202	53.080867873103	0.001	CPU
('RFE_0.1', 'rf')	('RFE_100.0', 'rf')	1398.4299731254578	1390.7571847422337	1406.1027615086819	898.9791283300292	0.001	CPU
('RFE_0.1', 'rf')	('dRFE_0.1', 'ridge')	56.811973571777344	49.13918518855327	64.48476195500142	36.52151302658266	0.001	CPU
('RFE_0.1', 'rf')	('dRFE_0.1', 'enet')	0.7244808673858643	-6.948307515838207	8.397269250609934	0.46573170710772377	0.9	CPU
('RFE_0.1', 'rf')	('dRFE_0.1', 'svr')	389.85118069648746	382.1783923132634	397.52396907971155	250.61539107151228	0.001	CPU
('RFE_0.1', 'rf')	('dRFE_0.1', 'rf')	920.424657869339	912.7518694861149	928.097446252563	591.6939514500888	0.001	CPU
('RFE_0.1', 'rf')	('dRFE_0.2', 'ridge')	44.242582225799566	36.56979384257549	51.91537060902364	28.4412940002472	0.001	CPU
('RFE_0.1', 'rf')	('dRFE_0.2', 'enet')	74.13049561977388	66.45770723654981	81.80328400299796	47.654705359321355	0.001	CPU
('RFE_0.1', 'rf')	('dRFE_0.2', 'svr')	128.16235327720642	120.48956489398235	135.83514166043048	82.38902401123802	0.001	CPU
('RFE_0.1', 'rf')	('dRFE_0.2', 'rf')	435.3366819143295	427.66389353110543	443.0094702975536	279.8556941415908	0.001	CPU
('RFE_100.0', 'ridge')	('RFE_100.0', 'enet')	2.317552733421323	-5.355235649802748	9.990341116645393	1.4898361563958453	0.9	CPU
('RFE_100.0', 'ridge')	('RFE_100.0', 'svr')	211.6186475276947	203.94585914447063	219.29143591091875	136.03880848437703	0.001	CPU
('RFE_100.0', 'ridge')	('RFE_100.0', 'rf')	1527.4773191690444	1519.8045307858204	1535.1501075522685	981.9370689413031	0.001	CPU
('RFE_100.0', 'ridge')	('dRFE_0.1', 'ridge')	185.8593196153641	178.18653123214003	193.53210799858815	119.47945363785668	0.001	CPU
('RFE_100.0', 'ridge')	('dRFE_0.1', 'enet')	128.32286517620088	120.6500767929768	135.99565355942494	82.49220890416629	0.001	CPU
('RFE_100.0', 'ridge')	('dRFE_0.1', 'svr')	518.8985267400742	511.2257383568501	526.5713151232983	333.57333168278626	0.001	CPU
('RFE_100.0', 'ridge')	('dRFE_0.1', 'rf')	1049.4720039129256	1041.7992155297015	1057.1447922961497	674.6518920613628	0.001	CPU
('RFE_100.0', 'ridge')	('dRFE_0.2', 'ridge')	84.80476381778718	77.1319754345631	92.47755220101125	54.516646611026815	0.001	CPU
('RFE_100.0', 'ridge')	('dRFE_0.2', 'enet')	54.91685042381286	47.24406204058879	62.589638807036934	35.303235251952664	0.001	CPU
('RFE_100.0', 'ridge')	('dRFE_0.2', 'svr')	257.20969932079316	249.5369109375691	264.88248770401725	165.34696462251205	0.001	CPU
('RFE_100.0', 'ridge')	('dRFE_0.2', 'rf')	564.3840279579163	556.7112395746922	572.0568163411403	362.8136347528648	0.001	CPU
('RFE_100.0', 'enet')	('RFE_100.0', 'svr')	213.93620026111603	206.26341187789197	221.6089886443401	137.52864464077288	0.001	CPU
('RFE_100.0', 'enet')	('RFE_100.0', 'rf')	1529.7948719024657	1522.1220835192416	1537.4676602856898	983.426905097699	0.001	CPU
('RFE_100.0', 'enet')	('dRFE_0.1', 'ridge')	188.17687234878542	180.50408396556136	195.84966073200948	120.96928979425253	0.001	CPU
('RFE_100.0', 'enet')	('dRFE_0.1', 'enet')	130.64041790962222	122.96762952639814	138.31320629284627	83.98204506056214	0.001	CPU
('RFE_100.0', 'enet')	('dRFE_0.1', 'svr')	521.2160794734955	513.5432910902714	528.8888678567196	335.0631678391821	0.001	CPU
('RFE_100.0', 'enet')	('dRFE_0.1', 'rf')	1051.789556646347	1044.1167682631228	1059.462345029571	676.1417282177587	0.001	CPU
('RFE_100.0', 'enet')	('dRFE_0.2', 'ridge')	87.1223165512085	79.44952816798443	94.79510493443257	56.00648276742266	0.001	CPU
('RFE_100.0', 'enet')	('dRFE_0.2', 'enet')	57.23440315723418	49.56161477401011	64.90719154045826	36.79307140834851	0.001	CPU
('RFE_100.0', 'enet')	('dRFE_0.2', 'svr')	259.5272520542145	251.85446367099044	267.2000404374386	166.8368007789079	0.001	CPU
('RFE_100.0', 'enet')	('dRFE_0.2', 'rf')	566.7015806913375	559.0287923081135	574.3743690745616	364.3034709092606	0.001	CPU
('RFE_100.0', 'svr')	('RFE_100.0', 'rf')	1315.8586716413497	1308.1858832581256	1323.5314600245738	845.8982604569261	0.001	CPU
('RFE_100.0', 'svr')	('dRFE_0.1', 'ridge')	25.759327912330605	18.086539529106535	33.43211629555468	16.55935484652034	0.001	CPU
('RFE_100.0', 'svr')	('dRFE_0.1', 'enet')	83.29578235149381	75.62299396826974	90.96857073471789	53.546599580210724	0.001	CPU
('RFE_100.0', 'svr')	('dRFE_0.1', 'svr')	307.2798792123795	299.6070908291554	314.9526675956036	197.53452319840926	0.001	CPU
('RFE_100.0', 'svr')	('dRFE_0.1', 'rf')	837.8533563852309	830.1805680020068	845.526144768455	538.6130835769858	0.001	CPU
('RFE_100.0', 'svr')	('dRFE_0.2', 'ridge')	126.81388370990751	119.14109532668344	134.48667209313157	81.5221618733502	0.001	CPU
('RFE_100.0', 'svr')	('dRFE_0.2', 'enet')	156.70179710388183	149.02900872065777	164.3745854871059	100.73557323242436	0.001	CPU
('RFE_100.0', 'svr')	('dRFE_0.2', 'svr')	45.59105179309847	37.9182634098744	53.263840176322546	29.308156138135022	0.001	CPU
('RFE_100.0', 'svr')	('dRFE_0.2', 'rf')	352.76538043022157	345.0925920469975	360.43816881344566	226.77482626848777	0.001	CPU
('RFE_100.0', 'rf')	('dRFE_0.1', 'ridge')	1341.6179995536804	1333.9452111704563	1349.2907879369045	862.4576153034465	0.001	CPU
('RFE_100.0', 'rf')	('dRFE_0.1', 'enet')	1399.1544539928436	1391.4816656096195	1406.8272423760677	899.4448600371369	0.001	CPU
('RFE_100.0', 'rf')	('dRFE_0.1', 'svr')	1008.5787924289702	1000.9060040457462	1016.2515808121943	648.3637372585168	0.001	CPU
('RFE_100.0', 'rf')	('dRFE_0.1', 'rf')	478.0053152561188	470.33252687289473	485.6781036393429	307.2851768799403	0.001	CPU
('RFE_100.0', 'rf')	('dRFE_0.2', 'ridge')	1442.6725553512572	1434.999766968033	1450.3453437344813	927.4204223302762	0.001	CPU
('RFE_100.0', 'rf')	('dRFE_0.2', 'enet')	1472.5604687452317	1464.8876803620076	1480.2332571284558	946.6338336893506	0.001	CPU
('RFE_100.0', 'rf')	('dRFE_0.2', 'svr')	1270.2676198482513	1262.5948314650273	1277.9404082314754	816.5901043187911	0.001	CPU
('RFE_100.0', 'rf')	('dRFE_0.2', 'rf')	963.0932912111282	955.4205028279041	970.7660795943523	619.1234341884383	0.001	CPU
('dRFE_0.1', 'ridge')	('dRFE_0.1', 'enet')	57.53645443916321	49.863666055939134	65.20924282238728	36.98724473369039	0.001	CPU
('dRFE_0.1', 'ridge')	('dRFE_0.1', 'svr')	333.0392071247101	325.36641874148603	340.7119955079342	214.0938780449296	0.001	CPU
('dRFE_0.1', 'ridge')	('dRFE_0.1', 'rf')	863.6126842975616	855.9398959143375	871.2854726807857	555.1724384235062	0.001	CPU
('dRFE_0.1', 'ridge')	('dRFE_0.2', 'ridge')	101.05455579757691	93.38176741435284	108.72734418080098	64.96280702682986	0.001	CPU
('dRFE_0.1', 'ridge')	('dRFE_0.2', 'enet')	130.94246919155123	123.26968080832715	138.61525757477528	84.17621838590402	0.001	CPU
('dRFE_0.1', 'ridge')	('dRFE_0.2', 'svr')	71.35037970542908	63.677591322205004	79.02316808865315	45.86751098465536	0.001	CPU
('dRFE_0.1', 'ridge')	('dRFE_0.2', 'rf')	378.5247083425522	370.8519199593281	386.19749672577626	243.3341811150081	0.001	CPU
('dRFE_0.1', 'enet')	('dRFE_0.1', 'svr')	390.5756615638733	382.90287318064924	398.2484499470974	251.08112277862	0.001	CPU
('dRFE_0.1', 'enet')	('dRFE_0.1', 'rf')	921.1491387367248	913.4763503535007	928.8219271199489	592.1596831571966	0.001	CPU
('dRFE_0.1', 'enet')	('dRFE_0.2', 'ridge')	43.5181013584137	35.84531297518963	51.190889741637776	27.975562293139475	0.001	CPU
('dRFE_0.1', 'enet')	('dRFE_0.2', 'enet')	73.40601475238802	65.73322636916394	81.07880313561209	47.18897365221363	0.001	CPU
('dRFE_0.1', 'enet')	('dRFE_0.2', 'svr')	128.88683414459229	121.21404576136821	136.55962252781634	82.85475571834574	0.001	CPU
('dRFE_0.1', 'enet')	('dRFE_0.2', 'rf')	436.0611627817154	428.3883743984913	443.73395116493947	280.3214258486985	0.001	CPU
('dRFE_0.1', 'svr')	('dRFE_0.1', 'rf')	530.5734771728514	522.9006887896273	538.2462655560755	341.0785603785765	0.001	CPU
('dRFE_0.1', 'svr')	('dRFE_0.2', 'ridge')	434.09376292228706	426.42097453906297	441.76655130551114	279.0566850717595	0.001	CPU
('dRFE_0.1', 'svr')	('dRFE_0.2', 'enet')	463.9816763162613	456.3088879330372	471.6544646994854	298.2700964308336	0.001	CPU
('dRFE_0.1', 'svr')	('dRFE_0.2', 'svr')	261.68882741928104	254.01603903605698	269.3616158025051	168.22636706027424	0.001	CPU
('dRFE_0.1', 'svr')	('dRFE_0.2', 'rf')	45.48550121784206	37.81271283461798	53.15828960106613	29.24030307007851	0.001	CPU
('dRFE_0.1', 'rf')	('dRFE_0.2', 'ridge')	964.6672400951385	956.9944517119144	972.3400284783626	620.135245450336	0.001	CPU
('dRFE_0.1', 'rf')	('dRFE_0.2', 'enet')	994.5551534891127	986.8823651058887	1002.2279418723368	639.3486568094102	0.001	CPU
('dRFE_0.1', 'rf')	('dRFE_0.2', 'svr')	792.2623045921325	784.5895162089084	799.9350929753566	509.3049274388508	0.001	CPU
('dRFE_0.1', 'rf')	('dRFE_0.2', 'rf')	485.08797595500937	477.4151875717853	492.76076433823346	311.83825730849804	0.001	CPU
('dRFE_0.2', 'ridge')	('dRFE_0.2', 'enet')	29.887913393974316	22.215125010750246	37.56070177719839	19.213411359074154	0.001	CPU
('dRFE_0.2', 'ridge')	('dRFE_0.2', 'svr')	172.404935503006	164.73214711978193	180.07772388623005	110.83031801148522	0.001	CPU
('dRFE_0.2', 'ridge')	('dRFE_0.2', 'rf')	479.5792641401291	471.906475756905	487.2520525233532	308.29698814183797	0.001	CPU
('dRFE_0.2', 'enet')	('dRFE_0.2', 'svr')	202.2928488969803	194.62006051375624	209.96563728020436	130.0437293705594	0.001	CPU
('dRFE_0.2', 'enet')	('dRFE_0.2', 'rf')	509.46717753410337	501.7943891508793	517.1399659173275	327.5103995009121	0.001	CPU
('dRFE_0.2', 'svr')	('dRFE_0.2', 'rf')	307.1743286371231	299.501540253899	314.8471170203472	197.46667013035275	0.001	CPU
('RFE_0.1', 'ridge')	('RFE_0.1', 'enet')	0.0781878187818783	-0.16345476556141778	0.3198304031251744	1.5959810534195646	0.9	Accuracy
('RFE_0.1', 'ridge')	('RFE_0.1', 'svr')	0.010001000100010038	-0.23164158424328604	0.25164358444330615	0.20414185896899056	0.9	Accuracy
('RFE_0.1', 'ridge')	('RFE_0.1', 'rf')	0.2487048704870487	0.007062286143752622	0.4903474548303448	5.076599748840838	0.036802930231909614	Accuracy
('RFE_0.1', 'ridge')	('RFE_100.0', 'ridge')	0.16136613661366128	-0.0802764477296348	0.4030087209569574	3.293828894464649	0.5883243108758596	Accuracy
('RFE_0.1', 'ridge')	('RFE_100.0', 'enet')	0.16176617661766168	-0.0798764077256344	0.4034087609609578	3.3019945688234085	0.5846934353009718	Accuracy
('RFE_0.1', 'ridge')	('RFE_100.0', 'svr')	0.1530053005300528	-0.08863728381324329	0.3946478848733489	3.1231663003665706	0.6642290527673856	Accuracy
