RFE_Method	Elimination	Algorithm	Simulation	TP	FN	TN	FP	CPU
RFE	0.1	ridge	0	30	0	8999	970	7.141819000244141
RFE	0.1	enet	0	30	0	9000	969	4.814972400665283
RFE	0.1	svr	0	1	29	9969	0	21.102527379989624
RFE	0.1	rf	0	30	0	2000	7969	164.21661806106567
RFE	0.1	ridge	1	1	29	9969	0	6.241053104400635
RFE	0.1	enet	1	30	0	8999	970	5.023975372314453
RFE	0.1	svr	1	30	0	8999	970	22.159443616867065
RFE	0.1	rf	1	25	5	8994	975	176.58185124397278
RFE	0.1	ridge	2	30	0	8999	970	6.246704816818237
RFE	0.1	enet	2	30	0	9000	969	4.726654529571533
RFE	0.1	svr	2	30	0	8999	970	22.362243175506592
RFE	0.1	rf	2	30	0	1000	8969	160.6859815120697
RFE	0.1	ridge	3	1	29	9969	0	5.92689323425293
RFE	0.1	enet	3	30	0	9000	969	4.534564733505249
RFE	0.1	svr	3	1	29	9969	0	22.11251640319824
RFE	0.1	rf	3	28	2	3998	5971	171.8829710483551
RFE	0.1	ridge	4	30	0	8999	970	6.115513801574707
RFE	0.1	enet	4	30	0	0	9969	3.464902877807617
RFE	0.1	svr	4	30	0	7999	1970	22.00563645362854
RFE	0.1	rf	4	25	5	8994	975	175.61295700073242
RFE	0.1	ridge	5	30	0	9000	969	6.410789966583252
RFE	0.1	enet	5	30	0	3000	6969	4.062911510467529
RFE	0.1	svr	5	30	0	9000	969	22.560311555862427
RFE	0.1	rf	5	27	3	8996	973	179.26585173606873
RFE	0.1	ridge	6	30	0	1000	8969	2.0829877853393555
RFE	0.1	enet	6	30	0	9000	969	4.604171752929688
RFE	0.1	svr	6	30	0	1000	8969	16.07294011116028
RFE	0.1	rf	6	30	0	0	9969	153.77573108673096
RFE	0.1	ridge	7	30	0	8999	970	4.772702217102051
RFE	0.1	enet	7	30	0	9000	969	4.841020584106445
RFE	0.1	svr	7	30	0	8999	970	22.745667219161987
RFE	0.1	rf	7	27	3	7996	1973	179.73085737228394
RFE	0.1	ridge	8	30	0	6999	2970	4.08561372756958
RFE	0.1	enet	8	30	0	8999	970	5.055476665496826
RFE	0.1	svr	8	30	0	8999	970	22.67683815956116
RFE	0.1	rf	8	29	1	6999	2970	173.31875872612
RFE	0.1	ridge	9	1	29	9969	0	4.503639936447144
RFE	0.1	enet	9	30	0	8999	970	4.588761329650879
RFE	0.1	svr	9	1	29	9969	0	22.8328697681427
RFE	0.1	rf	9	25	5	8994	975	179.50268459320068
RFE	100.0	ridge	0	27	3	9896	73	43.97343373298645
RFE	100.0	enet	0	30	0	9899	70	41.20551371574402
RFE	100.0	svr	0	29	1	9898	71	249.14210033416748
RFE	100.0	rf	0	14	16	9883	86	1568.384061336517
RFE	100.0	ridge	1	29	1	9898	71	42.18078398704529
RFE	100.0	enet	1	30	0	9899	70	41.31632924079895
RFE	100.0	svr	1	25	5	9894	75	253.09448075294492
RFE	100.0	rf	1	22	8	9891	78	1549.2308220863342
RFE	100.0	ridge	2	30	0	9899	70	43.26273202896118
RFE	100.0	enet	2	30	0	9899	70	38.79574179649353
RFE	100.0	svr	2	28	2	9897	72	255.1354103088379
RFE	100.0	rf	2	19	11	9888	81	1574.003301858902
RFE	100.0	ridge	3	29	1	9898	71	41.82891297340393
RFE	100.0	enet	3	30	0	9899	70	38.435870885849
RFE	100.0	svr	3	25	5	9894	75	256.4407961368561
RFE	100.0	rf	3	24	6	9893	76	1587.8341584205627
RFE	100.0	ridge	4	25	5	9894	75	42.840964794158936
RFE	100.0	enet	4	30	0	9899	70	41.85647487640381
RFE	100.0	svr	4	29	1	9898	71	252.12994480133057
RFE	100.0	rf	4	22	8	9891	78	1558.2788910865784
RFE	100.0	ridge	5	30	0	9899	70	43.08860158920288
RFE	100.0	enet	5	30	0	9899	70	38.781005859375
RFE	100.0	svr	5	24	6	9893	76	263.1069085597992
RFE	100.0	rf	5	25	5	9894	75	1567.6359090805054
RFE	100.0	ridge	6	26	4	9895	74	42.02432179450989
RFE	100.0	enet	6	30	0	9899	70	40.92905139923096
RFE	100.0	svr	6	17	13	9886	83	255.6509006023407
RFE	100.0	rf	6	22	8	9891	78	1575.3670506477356
RFE	100.0	ridge	7	27	3	9896	73	41.14485502243042
RFE	100.0	enet	7	30	0	9899	70	41.59028911590576
RFE	100.0	svr	7	26	4	9895	74	256.8987994194031
RFE	100.0	rf	7	22	8	9891	78	1553.4612839221954
RFE	100.0	ridge	8	30	0	9899	70	41.5059859752655
RFE	100.0	enet	8	30	0	9899	70	37.77182698249817
RFE	100.0	svr	8	29	1	9598	371	251.65438723564148
RFE	100.0	rf	8	21	9	9890	79	1570.354744195938
RFE	100.0	ridge	9	27	3	9896	73	42.25021004676819
RFE	100.0	enet	9	30	0	9899	70	40.243170738220215
RFE	100.0	svr	9	30	0	9399	570	247.03354907035828
RFE	100.0	rf	9	19	11	9888	81	1594.3237709999084
dRFE	0.1	ridge	0	30	0	9534	435	226.7652406692505
dRFE	0.1	enet	0	30	0	9870	99	169.81802344322205
dRFE	0.1	svr	0	30	0	9206	763	566.1199605464935
dRFE	0.1	rf	0	17	13	9942	27	1090.325809955597
dRFE	0.1	ridge	1	29	1	9580	389	228.2798728942871
dRFE	0.1	enet	1	30	0	9870	99	171.1718783378601
dRFE	0.1	svr	1	30	0	9206	763	560.087593793869
dRFE	0.1	rf	1	17	13	9942	27	1089.8617210388184
dRFE	0.1	ridge	2	30	0	9581	388	228.18792414665225
dRFE	0.1	enet	2	30	0	9870	99	171.25188517570496
dRFE	0.1	svr	2	30	0	9206	763	558.1975774765015
dRFE	0.1	rf	2	19	11	9946	23	1090.8837592601776
dRFE	0.1	ridge	3	28	2	9578	391	229.4962379932404
dRFE	0.1	enet	3	30	0	9870	99	169.42421412467957
dRFE	0.1	svr	3	30	0	9206	763	570.6932909488678
dRFE	0.1	rf	3	22	8	9954	15	1089.1658334732056
dRFE	0.1	ridge	4	29	1	9579	390	228.54960346221924
dRFE	0.1	enet	4	30	0	9870	99	173.15055894851685
dRFE	0.1	svr	4	30	0	9206	763	557.5423073768616
dRFE	0.1	rf	4	20	10	9952	17	1088.8539671897888
dRFE	0.1	ridge	5	30	0	9600	369	228.16154217720032
dRFE	0.1	enet	5	30	0	9883	86	169.34639763832092
dRFE	0.1	svr	5	30	0	9207	762	567.5942673683167
dRFE	0.1	rf	5	20	10	9952	17	1089.7600004673004
dRFE	0.1	ridge	6	28	2	9555	414	228.6963424682617
dRFE	0.1	enet	6	30	0	9870	99	171.61397004127502
dRFE	0.1	svr	6	29	1	9205	764	553.8069667816162
dRFE	0.1	rf	6	21	9	9953	16	1090.1736845970154
dRFE	0.1	ridge	7	29	1	9579	390	226.82873249053955
dRFE	0.1	enet	7	30	0	9870	99	171.555198431015
dRFE	0.1	svr	7	30	0	9206	763	554.0398607254028
dRFE	0.1	rf	7	21	9	9953	16	1089.1236696243286
dRFE	0.1	ridge	8	30	0	9507	462	228.84010529518127
dRFE	0.1	enet	8	30	0	9871	98	171.41152429580688
dRFE	0.1	svr	8	30	0	9206	763	563.240695476532
dRFE	0.1	rf	8	19	11	9951	18	1098.7707154750824
dRFE	0.1	ridge	9	29	1	9579	390	228.88839650154117
dRFE	0.1	enet	9	30	0	9883	86	168.58580327033997
dRFE	0.1	svr	9	30	0	9206	763	561.7635488510132
dRFE	0.1	rf	9	17	13	9947	22	1101.9016799926758
dRFE	0.2	ridge	0	30	0	9561	408	125.8354103565216
dRFE	0.2	enet	0	30	0	9856	113	97.48004055023192
dRFE	0.2	svr	0	30	0	9142	827	302.19960284233093
dRFE	0.2	rf	0	16	14	9940	29	602.0062699317932
dRFE	0.2	ridge	1	29	1	9560	409	126.61462640762328
dRFE	0.2	enet	1	30	0	9871	98	98.19831585884094
dRFE	0.2	svr	1	29	1	9227	742	300.4757661819458
dRFE	0.2	rf	1	18	12	9942	27	606.4445333480835
dRFE	0.2	ridge	2	30	0	9605	364	127.35068583488464
dRFE	0.2	enet	2	30	0	9885	84	98.29361772537231
dRFE	0.2	svr	2	30	0	9142	827	298.1953217983246
dRFE	0.2	rf	2	19	11	9953	16	603.6932737827301
dRFE	0.2	ridge	3	29	1	9560	409	127.59238982200624
dRFE	0.2	enet	3	30	0	9856	113	97.6037483215332
dRFE	0.2	svr	3	30	0	9316	653	303.8180763721466
dRFE	0.2	rf	3	22	8	9955	14	606.3769788742065
dRFE	0.2	ridge	4	30	0	9451	518	127.71459889411926
dRFE	0.2	enet	4	30	0	9856	113	97.50023651123048
dRFE	0.2	svr	4	30	0	9314	655	295.75108456611633
dRFE	0.2	rf	4	22	8	9946	23	606.7246792316437
dRFE	0.2	ridge	5	30	0	9605	364	127.08858513832092
dRFE	0.2	enet	5	30	0	9856	113	96.11153721809389
dRFE	0.2	svr	5	30	0	9142	827	302.9063022136688
dRFE	0.2	rf	5	20	10	9949	20	610.3970413208008
dRFE	0.2	ridge	6	29	1	9451	518	127.55734014511108
dRFE	0.2	enet	6	30	0	9856	113	96.81961154937744
dRFE	0.2	svr	6	30	0	9228	741	300.8558831214905
dRFE	0.2	rf	6	20	10	9953	16	608.9523875713348
dRFE	0.2	ridge	7	30	0	9605	364	127.0279986858368
dRFE	0.2	enet	7	30	0	9856	113	96.80878114700316
dRFE	0.2	svr	7	30	0	9142	827	292.7062149047852
dRFE	0.2	rf	7	21	9	9950	19	606.1775805950165
dRFE	0.2	ridge	8	30	0	9451	518	126.74777173995972
dRFE	0.2	enet	8	30	0	9856	113	97.22788190841676
dRFE	0.2	svr	8	30	0	9142	827	296.5644717216492
dRFE	0.2	rf	8	20	10	9954	15	608.6664454936981
dRFE	0.2	ridge	9	29	1	9313	656	128.61903309822085
dRFE	0.2	enet	9	30	0	9856	113	97.22553539276124
dRFE	0.2	svr	9	30	0	9142	827	302.7250714302063
dRFE	0.2	rf	9	17	13	9950	19	608.501891374588
